Family	Genus	Species	Status	2020	lowest_priority	2021	2022	sample_collected	other_priority	family_representative	long_list
Mniaceae	Pohlia	annotina	dtol				yes	DTOL			DTOL
Mniaceae	Pohlia	bulbifera	dtol								DTOL
Mniaceae	Pohlia	camptotrachela	dtol								DTOL
Mniaceae	Pohlia	cruda	dtol								DTOL
Mniaceae	Pohlia	crudoides	dtol								DTOL
Mniaceae	Pohlia	drummondii	dtol								DTOL
Mniaceae	Pohlia	elongata	dtol								DTOL
Mniaceae	Pohlia	filum	dtol								DTOL
Mniaceae	Pohlia	flexuosa	dtol								DTOL
Mniaceae	Pohlia	lescuriana	dtol								DTOL
Mniaceae	Pohlia	ludwigii	dtol								DTOL
Mniaceae	Pohlia	lutescens	dtol								DTOL
Mniaceae	Pohlia	melanodon	dtol								DTOL
Mniaceae	Pohlia	nutans	dtol								DTOL
Mniaceae	Pohlia	obtusifolia	dtol								DTOL
Mniaceae	Pohlia	proligera	dtol								DTOL
Mniaceae	Pohlia	scotica	dtol								DTOL
Mniaceae	Pohlia	wahlenbergii	dtol				yes	DTOL			DTOL
Mniaceae	Pseudobryum	cinclidioides	dtol			yes		DTOL			DTOL
Mniaceae	Rhizomnium	magnifolium	dtol								DTOL
Mniaceae	Rhizomnium	pseudopunctatum	dtol								DTOL
Mniaceae	Rhizomnium	punctatum	dtol			yes		DTOL			DTOL
Myriniaceae	Myrinia	pulvinata	dtol_family_representative							DTOL	DTOL
Myuriaceae	Ctenidium	molluscum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Myuriaceae	Hyocomium	armoricum	dtol_other_priority				yes	DTOL	DTOL		DTOL
Myuriaceae	Myurium	hochstetteri	dtol								DTOL
Neckeraceae	Homalia	trichomanoides	dtol								DTOL
Neckeraceae	Neckera	complanata	dtol				yes	DTOL			DTOL
Neckeraceae	Neckera	crispa	dtol	yes				DTOL			DTOL
Neckeraceae	Neckera	pennata	dtol								DTOL
Neckeraceae	Neckera	pumila	dtol_family_representative	yes				DTOL		DTOL	DTOL
Neckeraceae	Neckera	smithii	dtol								DTOL
Neckeraceae	Pseudanomodon	attenuatus	dtol								DTOL
Neckeraceae	Thamnobryum	alopecurum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Neckeraceae	Thamnobryum	angustifolium	dtol								DTOL
Neckeraceae	Thamnobryum	cataractarum	dtol								DTOL
Neckeraceae	Thamnobryum	maderense	dtol								DTOL
Oedipodiaceae	Oedipodium	griffithianum	dtol_family_representative							DTOL	DTOL
Orthodontiaceae	Leptotheca	gaudichaudii	dtol								DTOL
Orthodontiaceae	Orthodontium	gracile	dtol								DTOL
Orthodontiaceae	Orthodontium	lineare	dtol_family_representative			yes		DTOL		DTOL	DTOL
Orthotrichaceae	Codonoblepharon	forsteri	dtol								DTOL
Orthotrichaceae	Lewinskya	acuminata	dtol								DTOL
Orthotrichaceae	Lewinskya	affinis	dtol				yes	DTOL			DTOL
Orthotrichaceae	Lewinskya	rupestris	dtol			yes		DTOL			DTOL
Orthotrichaceae	Lewinskya	shawii	dtol								DTOL
Orthotrichaceae	Lewinskya	speciosa	dtol								DTOL
Orthotrichaceae	Lewinskya	striata	dtol				yes	DTOL			DTOL
Orthotrichaceae	Nyholmiella	gymnostoma	dtol								DTOL
Orthotrichaceae	Nyholmiella	obtusifolia	dtol								DTOL
Orthotrichaceae	Orthotrichum	alpestre	dtol								DTOL
Orthotrichaceae	Orthotrichum	anomalum	dtol								DTOL
Orthotrichaceae	Orthotrichum	cambrense	dtol								DTOL
Orthotrichaceae	Orthotrichum	columbicum	dtol								DTOL
Orthotrichaceae	Orthotrichum	cupulatum	dtol								DTOL
Orthotrichaceae	Orthotrichum	diaphanum	dtol								DTOL
Orthotrichaceae	Orthotrichum	pallens	dtol								DTOL
Orthotrichaceae	Orthotrichum	patens	dtol								DTOL
Orthotrichaceae	Orthotrichum	pulchellum	dtol				yes	DTOL			DTOL
Orthotrichaceae	Orthotrichum	pumilum	dtol								DTOL
Orthotrichaceae	Orthotrichum	rivulare	dtol								DTOL
Orthotrichaceae	Orthotrichum	rogeri	dtol								DTOL
Orthotrichaceae	Orthotrichum	scanicum	dtol								DTOL
Orthotrichaceae	Orthotrichum	schimperi	dtol								DTOL
Orthotrichaceae	Orthotrichum	sprucei	dtol								DTOL
Orthotrichaceae	Orthotrichum	stramineum	dtol								DTOL
Orthotrichaceae	Orthotrichum	tenellum	dtol								DTOL
Orthotrichaceae	Plenogemma	phyllantha	dtol				yes	DTOL			DTOL
Orthotrichaceae	Pulvigera	lyellii	dtol_family_representative	yes				DTOL		DTOL	DTOL
Orthotrichaceae	Ulota	bruchii	dtol								DTOL
Orthotrichaceae	Ulota	calvescens	dtol								DTOL
Orthotrichaceae	Ulota	coarctata	dtol								DTOL
Orthotrichaceae	Ulota	crispa	dtol				yes	DTOL			DTOL
Orthotrichaceae	Ulota	crispula	dtol								DTOL
Orthotrichaceae	Ulota	drummondii	dtol								DTOL
Orthotrichaceae	Ulota	hutchinsiae	dtol								DTOL
Orthotrichaceae	Ulota	intermedia	dtol								DTOL
Orthotrichaceae	Zygodon	conoideus	dtol								DTOL
Orthotrichaceae	Zygodon	gracilis	dtol								DTOL
Orthotrichaceae	Zygodon	rupestris	dtol								DTOL
Orthotrichaceae	Zygodon	stirtonii	dtol								DTOL
Orthotrichaceae	Zygodon	viridissimus	dtol_other_priority	yes				DTOL	DTOL		DTOL
Pilotrichaceae	Cyclodictyon	laetevirens	dtol_family_representative							DTOL	DTOL
Plagiotheciaceae	Herzogiella	seligeri	dtol								DTOL
Plagiotheciaceae	Herzogiella	striatella	dtol								DTOL
Plagiotheciaceae	Isopterygiopsis	muelleriana	dtol								DTOL
Plagiotheciaceae	Isopterygiopsis	pulchella	dtol			yes		DTOL			DTOL
Plagiotheciaceae	Myurella	julacea	dtol								DTOL
Plagiotheciaceae	Myurella	tenerrima	dtol								DTOL
Plagiotheciaceae	Orthothecium	intricatum	dtol								DTOL
Plagiotheciaceae	Orthothecium	rufescens	dtol			yes		DTOL			DTOL
Plagiotheciaceae	Plagiothecium	cavifolium	dtol								DTOL
Plagiotheciaceae	Plagiothecium	curvifolium	dtol								DTOL
Plagiotheciaceae	Plagiothecium	denticulatum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Plagiotheciaceae	Plagiothecium	laetum	dtol								DTOL
Plagiotheciaceae	Plagiothecium	latebricola	dtol								DTOL
Plagiotheciaceae	Plagiothecium	nemorale	dtol								DTOL
Plagiotheciaceae	Plagiothecium	piliferum	dtol								DTOL
Plagiotheciaceae	Plagiothecium	platyphyllum	dtol								DTOL
Plagiotheciaceae	Plagiothecium	succulentum	dtol								DTOL
Plagiotheciaceae	Plagiothecium	undulatum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Plagiotheciaceae	Platydictya	jungermannioides	dtol								DTOL
Plagiotheciaceae	Pseudotaxiphyllum	elegans	dtol				yes	DTOL			DTOL
Polytrichaceae	Atrichum	angustatum	dtol								DTOL
Polytrichaceae	Atrichum	crispum	dtol								DTOL
Polytrichaceae	Atrichum	flavisetum	dtol								DTOL
Polytrichaceae	Atrichum	tenellum	dtol								DTOL
Polytrichaceae	Atrichum	undulatum	dtol	yes				DTOL			DTOL
Polytrichaceae	Oligotrichum	hercynicum	dtol			yes		DTOL			DTOL
Polytrichaceae	Pogonatum	aloides	dtol				yes	DTOL			DTOL
Polytrichaceae	Pogonatum	nanum	dtol								DTOL
Polytrichaceae	Pogonatum	urnigerum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Polytrichaceae	Polytrichastrum	alpinum	dtol			yes		DTOL			DTOL
Polytrichaceae	Polytrichastrum	sexangulare	dtol			yes		DTOL			DTOL
Polytrichaceae	Polytrichum	commune	dtol_family_representative	yes				DTOL		DTOL	DTOL
Polytrichaceae	Polytrichum	formosum	dtol			yes		DTOL			DTOL
Polytrichaceae	Polytrichum	juniperinum	dtol				yes	DTOL			DTOL
Polytrichaceae	Polytrichum	longisetum	dtol								DTOL
Polytrichaceae	Polytrichum	perigoniale	dtol								DTOL
Polytrichaceae	Polytrichum	piliferum	dtol								DTOL
Polytrichaceae	Polytrichum	strictum	dtol				yes	DTOL			DTOL
Pottiaceae	Acaulon	mediterraneum	dtol								DTOL
Pottiaceae	Acaulon	muticum	dtol								DTOL
Pottiaceae	Acaulon	triquetrum	dtol								DTOL
Pottiaceae	Aloina	aloides	dtol								DTOL
Pottiaceae	Aloina	ambigua	dtol								DTOL
Pottiaceae	Aloina	brevirostris	dtol								DTOL
Pottiaceae	Aloina	rigida	dtol								DTOL
Pottiaceae	Anoectangium	aestivum	dtol			yes		DTOL			DTOL
Pottiaceae	Barbula	unguiculata	dtol								DTOL
Pottiaceae	Bryoerythrophyllum	caledonicum	dtol			yes		DTOL			DTOL
Pottiaceae	Bryoerythrophyllum	ferruginascens	dtol			yes		DTOL			DTOL
Pottiaceae	Bryoerythrophyllum	recurvirostrum	dtol								DTOL
Pottiaceae	Chenia	leptophylla	dtol								DTOL
Pottiaceae	Chionoloma	cylindrotheca	dtol								DTOL
Pottiaceae	Chionoloma	hibernicum	dtol								DTOL
Pottiaceae	Chionoloma	recurvifolium	dtol								DTOL
Pottiaceae	Chionoloma	tenuirostre	dtol			yes		DTOL			DTOL
Pottiaceae	Cinclidotus	fontinaloides	dtol								DTOL
Pottiaceae	Cinclidotus	riparius	dtol								DTOL
Pottiaceae	Crossidium	squamiferum	dtol								DTOL
Pottiaceae	Dialytrichia	mucronata	dtol								DTOL
Pottiaceae	Dialytrichia	saxicola	dtol								DTOL
Pottiaceae	Didymodon	acutus	dtol								DTOL
Pottiaceae	Didymodon	australasiae	dtol								DTOL
Pottiaceae	Didymodon	cordatus	dtol								DTOL
Pottiaceae	Didymodon	fallax	dtol								DTOL
Pottiaceae	Didymodon	ferrugineus	dtol								DTOL
Pottiaceae	Didymodon	glaucus	dtol								DTOL
Pottiaceae	Didymodon	icmadophilus	dtol								DTOL
Pottiaceae	Didymodon	insulanus	dtol_other_priority	yes				DTOL	DTOL		DTOL
Pottiaceae	Didymodon	luridus	dtol								DTOL
Pottiaceae	Didymodon	maximus	dtol								DTOL
Pottiaceae	Didymodon	nicholsonii	dtol								DTOL
Pottiaceae	Didymodon	rigidulus	dtol			yes		DTOL			DTOL
Pottiaceae	Didymodon	sinuosus	dtol								DTOL
Pottiaceae	Didymodon	spadiceus	dtol								DTOL
Pottiaceae	Didymodon	tomaculosus	dtol								DTOL
Pottiaceae	Didymodon	tophaceus	dtol								DTOL
Pottiaceae	Didymodon	umbrosus	dtol								DTOL
Pottiaceae	Didymodon	vinealis	dtol								DTOL
Pottiaceae	Ephemerum	cohaerens	dtol								DTOL
Pottiaceae	Ephemerum	crassinervium	dtol								DTOL
Pottiaceae	Ephemerum	minutissimum	dtol								DTOL
Pottiaceae	Ephemerum	recurvifolium	dtol								DTOL
Pottiaceae	Ephemerum	serratum	dtol								DTOL
Pottiaceae	Ephemerum	spinulosum	dtol								DTOL
Pottiaceae	Eucladium	verticillatum	dtol								DTOL
Pottiaceae	Gymnostomum	aeruginosum	dtol			yes		DTOL			DTOL
Pottiaceae	Gymnostomum	calcareum	dtol								DTOL
Pottiaceae	Gymnostomum	viridulum	dtol								DTOL
Pottiaceae	Gyroweisia	reflexa	dtol								DTOL
Pottiaceae	Gyroweisia	tenuis	dtol								DTOL
Pottiaceae	Hennediella	heimii	dtol								DTOL
Pottiaceae	Hennediella	macrophylla	dtol								DTOL
Pottiaceae	Hennediella	stanfordensis	dtol								DTOL
Pottiaceae	Hymenostylium	recurvirostrum	dtol								DTOL
Pottiaceae	Leptobarbula	berica	dtol								DTOL
Pottiaceae	Leptodontium	flexifolium	dtol								DTOL
Pottiaceae	Leptodontium	gemmascens	dtol								DTOL
Pottiaceae	Leptodontium	proliferum	dtol								DTOL
Pottiaceae	Microbryum	curvicollum	dtol								DTOL
Pottiaceae	Microbryum	davallianum	dtol								DTOL
Pottiaceae	Microbryum	floerkeanum	dtol								DTOL
Pottiaceae	Microbryum	rectum	dtol								DTOL
Pottiaceae	Microbryum	starckeanum	dtol								DTOL
Pottiaceae	Molendoa	warburgii	dtol								DTOL
Pottiaceae	Pottiopsis	caespitosa	dtol								DTOL
Pottiaceae	Pseudocrossidium	hornschuchianum	dtol								DTOL
Pottiaceae	Pseudocrossidium	revolutum	dtol			yes		DTOL			DTOL
Pottiaceae	Pterygoneurum	lamellatum	dtol								DTOL
Pottiaceae	Pterygoneurum	ovatum	dtol								DTOL
Pottiaceae	Pterygoneurum	papillosum	dtol								DTOL
Pottiaceae	Scopelophila	cataractae	dtol								DTOL
Pottiaceae	Stegonia	latifolia	dtol								DTOL
Pottiaceae	Streblotrichum	convolutum	dtol								DTOL
Pottiaceae	Syntrichia	laevipila	dtol								DTOL
Pottiaceae	Syntrichia	latifolia	dtol								DTOL
Pottiaceae	Syntrichia	montana	dtol								DTOL
Pottiaceae	Syntrichia	norvegica	dtol								DTOL
Pottiaceae	Syntrichia	papillosa	dtol				yes	DTOL			DTOL
Pottiaceae	Syntrichia	princeps	dtol								DTOL
Pottiaceae	Syntrichia	ruraliformis	dtol								DTOL
Pottiaceae	Syntrichia	ruralis	dtol								DTOL
Pottiaceae	Syntrichia	virescens	dtol								DTOL
Pottiaceae	Tortella	densa	dtol								DTOL
Pottiaceae	Tortella	fasciculata	dtol								DTOL
Pottiaceae	Tortella	flavovirens	dtol								DTOL
Pottiaceae	Tortella	fragilis	dtol								DTOL
Pottiaceae	Tortella	inclinata	dtol								DTOL
Pottiaceae	Tortella	inflexa	dtol								DTOL
Pottiaceae	Tortella	nitida	dtol								DTOL
Pottiaceae	Tortella	pseudofragilis	dtol								DTOL
Pottiaceae	Tortella	squarrosa	dtol								DTOL
Pottiaceae	Tortella	tortuosa	dtol_family_representative	yes				DTOL		DTOL	DTOL
Pottiaceae	Tortula	acaulon	dtol								DTOL
Pottiaceae	Tortula	amplexa	dtol								DTOL
Pottiaceae	Tortula	atrovirens	dtol								DTOL
Pottiaceae	Tortula	canescens	dtol								DTOL
Pottiaceae	Tortula	caucasica	dtol								DTOL
Pottiaceae	Tortula	cernua	dtol								DTOL
Pottiaceae	Tortula	cuneifolia	dtol								DTOL
Pottiaceae	Tortula	freibergii	dtol								DTOL
Pottiaceae	Tortula	inermis	dtol								DTOL
Pottiaceae	Tortula	leucostoma	dtol								DTOL
Pottiaceae	Tortula	lindbergii	dtol								DTOL
Pottiaceae	Tortula	marginata	dtol								DTOL
Pottiaceae	Tortula	muralis	dtol								DTOL
Pottiaceae	Tortula	protobryoides	dtol								DTOL
Pottiaceae	Tortula	schimperi	dtol								DTOL
Pottiaceae	Tortula	solmsii	dtol								DTOL
Pottiaceae	Tortula	subulata	dtol								DTOL
Pottiaceae	Tortula	truncata	dtol								DTOL
Pottiaceae	Tortula	vahliana	dtol								DTOL
Pottiaceae	Tortula	viridifolia	dtol								DTOL
Pottiaceae	Tortula	wilsonii	dtol								DTOL
Pottiaceae	Trichostomum	brachydontium	dtol			yes		DTOL			DTOL
Pottiaceae	Trichostomum	crispulum	dtol								DTOL
Pottiaceae	Weissia	angustifolia	dtol								DTOL
Pottiaceae	Weissia	brachycarpa	dtol								DTOL
Pottiaceae	Weissia	condensa	dtol								DTOL
Pottiaceae	Weissia	controversa	dtol								DTOL
Pottiaceae	Weissia	levieri	dtol								DTOL
Pottiaceae	Weissia	longifolia	dtol								DTOL
Pottiaceae	Weissia	perssonii	dtol								DTOL
Pottiaceae	Weissia	rostellata	dtol								DTOL
Pottiaceae	Weissia	rutilans	dtol								DTOL
Pottiaceae	Weissia	squarrosa	dtol								DTOL
Pottiaceae	Weissia	sterilis	dtol								DTOL
Pottiaceae	Weissia	wilsonii	dtol								DTOL
Pottiaceae	Weissia	wimmeriana	dtol								DTOL
Pottiaceae	Weissia	x mittenii	dtol								DTOL
Pseudoleskeaceae	Lescuraea	incurvata	dtol								DTOL
Pseudoleskeaceae	Lescuraea	patens	dtol_family_representative							DTOL	DTOL
Pseudoleskeaceae	Lescuraea	plicata	dtol_other_priority						DTOL		DTOL
Pseudoleskeaceae	Lescuraea	saxicola	dtol								DTOL
Pseudoleskeellaceae	Pseudoleskeella	catenulata	dtol_other_priority						DTOL		DTOL
Pseudoleskeellaceae	Pseudoleskeella	nervosa	dtol								DTOL
Pseudoleskeellaceae	Pseudoleskeella	rupestris	dtol_family_representative							DTOL	DTOL
Pterigynandraceae	Pterigynandrum	filiforme	dtol_family_representative			yes		DTOL		DTOL	DTOL
Ptychomitriaceae	Brachydontium	trichodes	dtol								DTOL
Ptychomitriaceae	Campylostelium	saxicola	dtol								DTOL
Ptychomitriaceae	Ptychomitrium	polyphyllum	dtol_family_representative			yes		DTOL		DTOL	DTOL
Pylaisiaceae	Buckia	vaucheri	dtol								DTOL
Pylaisiaceae	Calliergonella	cuspidata	dtol_other_priority	yes				DTOL	DTOL		DTOL
Pylaisiaceae	Calliergonella	lindbergii	dtol								DTOL
Pylaisiaceae	Homomallium	incurvatum	dtol								DTOL
Pylaisiaceae	Pseudohygrohypnum	eugyrium	dtol								DTOL
Pylaisiaceae	Pseudohygrohypnum	subeugyrium	dtol								DTOL
Pylaisiaceae	Pseudostereodon	procerrimus	dtol								DTOL
Pylaisiaceae	Ptilium	crista-castrensis	dtol_family_representative	yes				DTOL		DTOL	DTOL
Pylaisiaceae	Pylaisia	polyantha	dtol								DTOL
Pylaisiaceae	Roaldia	revoluta	dtol								DTOL
Pylaisiadelphaceae	Platygyrium	repens	dtol_family_representative							DTOL	DTOL
Rhabdoweisiaceae	Arctoa	anderssonii	dtol								DTOL
Rhabdoweisiaceae	Arctoa	fulvella	dtol								DTOL
Rhabdoweisiaceae	Cynodontium	bruntonii	dtol				yes	DTOL			DTOL
Rhabdoweisiaceae	Cynodontium	fallax	dtol								DTOL
Rhabdoweisiaceae	Cynodontium	jenneri	dtol								DTOL
Rhabdoweisiaceae	Cynodontium	polycarpon	dtol								DTOL
Rhabdoweisiaceae	Cynodontium	strumiferum	dtol								DTOL
Rhabdoweisiaceae	Cynodontium	tenellum	dtol								DTOL
Rhabdoweisiaceae	Dicranoweisia	cirrata	dtol_family_representative			yes		DTOL		DTOL	DTOL
Rhabdoweisiaceae	Glyphomitrium	daviesii	dtol								DTOL
Rhabdoweisiaceae	Kiaeria	blyttii	dtol			yes		DTOL			DTOL
Rhabdoweisiaceae	Kiaeria	falcata	dtol								DTOL
Rhabdoweisiaceae	Kiaeria	glacialis	dtol								DTOL
Rhabdoweisiaceae	Kiaeria	starkei	dtol				yes	DTOL			DTOL
Rhabdoweisiaceae	Oncophorus	integerrimus	dtol								DTOL
Rhabdoweisiaceae	Oncophorus	virens	dtol								DTOL
Rhabdoweisiaceae	Oncophorus	wahlenbergii	dtol								DTOL
Rhabdoweisiaceae	Rhabdoweisia	crenulata	dtol_other_priority						DTOL		DTOL
Rhabdoweisiaceae	Rhabdoweisia	crispata	dtol				yes	DTOL			DTOL
Rhabdoweisiaceae	Rhabdoweisia	fugax	dtol								DTOL
Rhizogoniaceae	Calomnion	complanatum	dtol_family_representative							DTOL	DTOL
Rhytidiaceae	Rhytidium	rugosum	dtol_family_representative			yes		DTOL		DTOL	DTOL
Saelaniaceae	Saelania	glaucescens	dtol_family_representative							DTOL	DTOL
Schistostegaceae	Schistostega	pennata	dtol_family_representative							DTOL	DTOL
Scorpidiaceae	Hamatocaulis	vernicosus	dtol								DTOL
Scorpidiaceae	Hygrohypnella	ochracea	dtol			yes		DTOL			DTOL
Scorpidiaceae	Hygrohypnella	polaris	dtol								DTOL
Scorpidiaceae	Sanionia	orthothecioides	dtol								DTOL
Scorpidiaceae	Sanionia	uncinata	dtol	yes				DTOL			DTOL
Scorpidiaceae	Scorpidium	cossonii	dtol_family_representative	yes				DTOL		DTOL	DTOL
Scorpidiaceae	Scorpidium	revolvens	dtol_other_priority	yes				DTOL	DTOL		DTOL
Scorpidiaceae	Scorpidium	scorpioides	dtol			yes		DTOL			DTOL
Seligeriaceae	Blindia	acuta	dtol_family_representative			yes		DTOL		DTOL	DTOL
Seligeriaceae	Blindia	caespiticia	dtol								DTOL
Seligeriaceae	Blindiadelphus	campylopodus	dtol								DTOL
Seligeriaceae	Blindiadelphus	diversifolius	dtol								DTOL
Seligeriaceae	Blindiadelphus	recurvatus	dtol			yes		DTOL			DTOL
Seligeriaceae	Seligeria	acutifolia	dtol								DTOL
Seligeriaceae	Seligeria	brevifolia	dtol								DTOL
Seligeriaceae	Seligeria	calcarea	dtol								DTOL
Seligeriaceae	Seligeria	calycina	dtol								DTOL
Seligeriaceae	Seligeria	carniolica	dtol								DTOL
Seligeriaceae	Seligeria	donniana	dtol								DTOL
Seligeriaceae	Seligeria	oelandica	dtol								DTOL
Seligeriaceae	Seligeria	patula	dtol								DTOL
Seligeriaceae	Seligeria	pusilla	dtol_other_priority						DTOL		DTOL
Seligeriaceae	Seligeria	trifaria	dtol								DTOL
Sematophyllaceae	Sematophyllum	demissum	dtol_family_representative							DTOL	DTOL
Sematophyllaceae	Sematophyllum	substrumulosum	dtol								DTOL
Sphagnaceae	Sphagnum	affine	dtol								DTOL
Sphagnaceae	Sphagnum	angustifolium	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	auriculatum	dtol				yes	DTOL			DTOL
Sphagnaceae	Sphagnum	austinii	dtol								DTOL
Sphagnaceae	Sphagnum	balticum	dtol								DTOL
Sphagnaceae	Sphagnum	beothuk	dtol								DTOL
Sphagnaceae	Sphagnum	capillifolium	dtol								DTOL
Sphagnaceae	Sphagnum	compactum	dtol								DTOL
Sphagnaceae	Sphagnum	contortum	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	cuspidatum	dtol								DTOL
Sphagnaceae	Sphagnum	divinum	dtol								DTOL
Sphagnaceae	Sphagnum	fallax	dtol_other_priority						DTOL		DTOL
Sphagnaceae	Sphagnum	fimbriatum	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	flexuosum	dtol								DTOL
Sphagnaceae	Sphagnum	fuscum	dtol								DTOL
Sphagnaceae	Sphagnum	girgensohnii	dtol				yes	DTOL			DTOL
Sphagnaceae	Sphagnum	inundatum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Sphagnaceae	Sphagnum	lindbergii	dtol								DTOL
Sphagnaceae	Sphagnum	majus	dtol								DTOL
Sphagnaceae	Sphagnum	medium	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	molle	dtol								DTOL
Sphagnaceae	Sphagnum	obtusum	dtol								DTOL
Sphagnaceae	Sphagnum	palustre	dtol				yes	DTOL			DTOL
Sphagnaceae	Sphagnum	papillosum	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	platyphyllum	dtol								DTOL
Sphagnaceae	Sphagnum	pulchrum	dtol								DTOL
Sphagnaceae	Sphagnum	quinquefarium	dtol								DTOL
Sphagnaceae	Sphagnum	riparium	dtol								DTOL
Sphagnaceae	Sphagnum	rubellum	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	russowii	dtol								DTOL
Sphagnaceae	Sphagnum	skyense	dtol								DTOL
Sphagnaceae	Sphagnum	squarrosum	dtol								DTOL
Sphagnaceae	Sphagnum	strictum	dtol								DTOL
Sphagnaceae	Sphagnum	subnitens	dtol								DTOL
Sphagnaceae	Sphagnum	subsecundum	dtol								DTOL
Sphagnaceae	Sphagnum	tenellum	dtol			yes		DTOL			DTOL
Sphagnaceae	Sphagnum	teres	dtol								DTOL
Sphagnaceae	Sphagnum	warnstorfii	dtol								DTOL
Splachnaceae	Aplodon	wormskioldii	dtol								DTOL
Splachnaceae	Splachnum	ampullaceum	dtol								DTOL
Splachnaceae	Splachnum	sphaericum	dtol_other_priority			yes		DTOL	DTOL		DTOL
Splachnaceae	Splachnum	vasculosum	dtol								DTOL
Splachnaceae	Tayloria	lingulata	dtol								DTOL
Splachnaceae	Tayloria	tenuis	dtol								DTOL
Splachnaceae	Tetraplodon	angustatus	dtol								DTOL
Splachnaceae	Tetraplodon	mnioides	dtol_family_representative			yes		DTOL		DTOL	DTOL
Stereodontaceae	Stereodon	callichrous	dtol_family_representative			yes		DTOL		DTOL	DTOL
Stereodontaceae	Stereodon	hamulosus	dtol_other_priority						DTOL		DTOL
Taxiphyllaceae	Taxiphyllum	wissgrillii	dtol_family_representative							DTOL	DTOL
Tetraphidaceae	Tetraphis	pellucida	dtol_family_representative			yes		DTOL		DTOL	DTOL
Tetraphidaceae	Tetrodontium	brownianum	dtol				yes	DTOL			DTOL
Tetraphidaceae	Tetrodontium	repandum	dtol								DTOL
Thuidiaceae	Abietinella	abietina	dtol								DTOL
Thuidiaceae	Helodium	blandowii	dtol								DTOL
Thuidiaceae	Thuidium	assimile	dtol								DTOL
Thuidiaceae	Thuidium	delicatulum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Thuidiaceae	Thuidium	recognitum	dtol								DTOL
Thuidiaceae	Thuidium	tamariscinum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Timmiaceae	Timmia	austriaca	dtol_family_representative							DTOL	DTOL
Timmiaceae	Timmia	megapolitana	dtol								DTOL
Timmiaceae	Timmia	norvegica	dtol_other_priority						DTOL		DTOL
